Location Name,Accessible,PRECINCT,PRECINCT2,PRECINCT3,PRECINCT4,PRECINCT5,PRECINCT6,Address,City,X,Y,Location 1
DISTRICT 84 ADMIN OFFICE,Y,7800008,,,,,,2915   MAPLE ST,FRANKLIN PARK,-87.8525468206,41.9320294868,"(41.9320294868, -87.8525468206)"
LINCOLN SCHOOL,Y,7800027,,,,,,4050   WAGNER AVE,SCHILLER PARK,-87.8691521002,41.9521597014,"(41.9521597014, -87.8691521002)"
KAHL PARK,Y,7800033,,,,,,255 PALMER,NORTHLAKE,-87.8952173657,41.9174577692,"(41.9174577692, -87.8952173657)"
NORTHLAKE PUBLIC LIBRARY,Y,7800031,,,,,,231 N WOLF RD,NORTHLAKE,-87.9029409704,41.9116830697,"(41.9116830697, -87.9029409704)"
CENTRE AT NORTH PARK,Y,7800032,,,,,,10040 ADDISON ST,FRANKLIN PARK,-87.8764241241,41.9442749064,"(41.9442749064, -87.8764241241)"
ROSEMONT VILLAGE HALL,Y,7800038,,,,,,9501 W DEVON AVE,ROSEMONT,-87.8628161597,41.9953023291,"(41.9953023291, -87.8628161597)"
ST GERTRUDE CHURCH,Y,7800006,,,,,,9613 SCHILLER BLVD,FRANKLIN PARK,-87.8660894771,41.9327264376,"(41.9327264376, -87.8660894771)"
GRANT PARK,Y,7800035,,,,,,44   GOLFVIEW DRIVE,NORTHLAKE,-87.9066416111,41.9113058137,"(41.9113058137, -87.9066416111)"
WEST LEYDEN HIGH SCHOOL,Y,7800024,,,,,,1000   WOLF RD,NORTHLAKE,-87.9046429425,41.9273000278,"(41.9273000278, -87.9046429425)"
RHODES ELEM SCHOOL,Y,7800030,,,,,,8931   FULLERTON AVE,RIVER GROVE,-87.8470660592,41.9223037919,"(41.9223037919, -87.8470660592)"
WESTDALE PARK DISTRICT,Y,7800040,,,,,,3045   SANDRA AVE,MELROSE PARK,-87.9068342659,41.9339147148,"(41.9339147148, -87.9068342659)"
GOUIN PARK,Y,7800043,,,,,,2400   SCOTT ST,FRANKLIN PARK,-87.8752556646,41.9226107724,"(41.9226107724, -87.8752556646)"
JOHN F KENNEDY SCHOOL,Y,7800025,7800044,,,,,3945   WEHRMAN,SCHILLER PARK,-87.8777272406,41.9498711329,"(41.9498711329, -87.8777272406)"
LEYDEN TWP COMM CTR,Y,7800029,7800047,,,,,2620   MANNHEIM RD,FRANKLIN PARK,-87.8851700529,41.9259749086,"(41.9259749086, -87.8851700529)"
ST CELESTINE SCHOOL,Y,7800028,7800049,,,,,3017  N 77TH AVE,ELMWOOD PARK,-87.8182010475,41.9346474107,"(41.9346474107, -87.8182010475)"
ELMWOOD PK CIVIC CNTR,Y,7800039,7800034,,,,,2 W CONTI PARKWAY,ELMWOOD PARK,-87.8176108267,41.9267567048,"(41.9267567048, -87.8176108267)"
ELMWOOD PK PUBLIC WORKS,Y,7800014,7800013,,,,,7330  W FULLERTON AVE,ELMWOOD PARK,-87.8100024844,41.9237084574,"(41.9237084574, -87.8100024844)"
ELMWOOD SCHOOL,Y,7800003,7800010,,,,,2319  N 76TH AVE,ELMWOOD PARK,-87.8154121828,41.9223473817,"(41.9223473817, -87.8154121828)"
JOHN MILLS GRADE SCHOOL,Y,7800036,7800050,,,,,2824  N 76TH AVE,ELMWOOD PARK,-87.8168447086,41.9316073,"(41.9316073, -87.8168447086)"
PENOYER SCHOOL,Y,7800042,,,,,,5200 N CUMBERLAND,NORRIDGE,-87.8370497457,41.9741708883,"(41.9741708883, -87.8370497457)"
MANNHEIM JR HIGH SCH00L,Y,7800041,,,,,,2600 HYDE PARK AVE,MELROSE PARK,-87.8875208128,41.9259705842,"(41.9259705842, -87.8875208128)"
HANGING GARDENS,Y,7800037,,,,,,8301  W BELMONT AVE,RIVER GROVE,-87.8339671459,41.9371728448,"(41.9371728448, -87.8339671459)"
WHITE EAGLE BANQUETS AND RESTAURANT,Y,8200001,,,,,,6839 N MILWAUKEE AVE,NILES,-87.7929461422,42.0036058468,"(42.0036058468, -87.7929461422)"
ST BENEDICT HOME,Y,8200002,,,,,,6930  W TOUHY AVE,NILES,-87.7998197947,42.0127330361,"(42.0127330361, -87.7998197947)"
LINCOLNWOOD FIRE DEPT,Y,8200004,8200005,,,,,6900 N LINCOLNWOOD,LINCOLNWOOD,-87.7329919013,42.0064768294,"(42.0064768294, -87.7329919013)"
PRAIRIE VIEW COMMUNITY CENTER,N,8200038,,,,,,6834 DEMPSTER ST,MORTON GROVE,-87.7969651527,42.0408815516,"(42.0408815516, -87.7969651527)"
ST JOHN BREBEUF SCHOOL,Y,8200043,,,,,,8305  N HARLEM AVE,NILES,-87.8056395497,42.0319743201,"(42.0319743201, -87.8056395497)"
PIONEER PARK FLDHS,Y,8200009,,,,,,7135  N HARLEM AVE,NILES,-87.8058740886,42.0102050368,"(42.0102050368, -87.8058740886)"
AUSTIN PARK FIELDHOUSE,Y,8200010,,,,,,8336   MARMORA AVE,MORTON GROVE,-87.7746801603,42.033261622,"(42.033261622, -87.7746801603)"
LINCOLN JR HIGH SCHOOL,Y,8200015,8200020,,,,,7839   LINCOLN AVE,SKOKIE,-87.7540632225,42.0240954206,"(42.0240954206, -87.7540632225)"
CENTRAL METHODIST CHURCH,Y,8200017,,,,,,8237   KENTON AVE,SKOKIE,-87.7420644244,42.0304141452,"(42.0304141452, -87.7420644244)"
MC CRACKEN MIDDLE SCHOOL,Y,8200012,8200044,,,,,8000  E PRAIRIE RD,SKOKIE,-87.7262877634,42.0266998562,"(42.0266998562, -87.7262877634)"
BESSIE RHODES SCHOOL,Y,8200008,8200019,,,,,3705   DAVIS ST,SKOKIE,-87.7225409548,42.0457529932,"(42.0457529932, -87.7225409548)"
WALKER SCHOOL,Y,8200021,8200049,,,,,3601   CHURCH ST,SKOKIE,-87.7185158205,42.0476562083,"(42.0476562083, -87.7185158205)"
SKOKIE PUBLIC WORKS BLDG,Y,8200022,,,,,,9050   GROSS POINT RD,SKOKIE,-87.7522563236,42.0456315251,"(42.0456315251, -87.7522563236)"
OAKTON PARK REC CENTER,Y,8200024,8200045,8200055,8200063,,,4701   OAKTON ST,SKOKIE,-87.7449991777,42.0258091058,"(42.0258091058, -87.7449991777)"
EMILY OAKS NATURE CENTER,Y,8200025,,,,,,4650   BRUMMEL ST,SKOKIE,-87.7435769249,42.0212733598,"(42.0212733598, -87.7435769249)"
FAIRVIEW SOUTH SCHOOL,Y,8200006,8200040,,,,,7040   LARAMIE AVE,SKOKIE,-87.7582828675,42.0091384022,"(42.0091384022, -87.7582828675)"
MIDDLETON SCHOOL,Y,8200033,8200036,,,,,8300   ST LOUIS AVE,SKOKIE,-87.7164612455,42.0321501247,"(42.0321501247, -87.7164612455)"
TRINITY LUTHERAN CHURCH,Y,8200028,,,,,,3637   GOLF RD,EVANSTON,-87.7194380948,42.0549417956,"(42.0549417956, -87.7194380948)"
NILES TWP BLDG,Y,8200041,,,,,,5255   MAIN ST,SKOKIE,-87.7588678519,42.0331718892,"(42.0331718892, -87.7588678519)"
HIGHLAND SCHOOL,Y,8200018,8200031,,,,,9700   CRAWFORD,SKOKIE,-87.7280011818,42.0574338499,"(42.0574338499, -87.7280011818)"
OAKTON/RAY HARSTEIN CAMP,Y,8200034,,,,,,7701  N LINCOLN AVE,SKOKIE,-87.7504913244,42.0211503568,"(42.0211503568, -87.7504913244)"
WEBER LEISURE CENTER,Y,8200037,,,,,,9300   WEBER PARK PL,SKOKIE,-87.7491348233,42.0484070524,"(42.0484070524, -87.7491348233)"
SKOKIE VILLAGE HALL,Y,8200016,8200039,,,,,5127   OAKTON ST,SKOKIE,-87.7556194332,42.0259118292,"(42.0259118292, -87.7556194332)"
GOLF MIDDLE SCHOOL,Y,8200003,,,,,,9401 WAUKEGAN RD,MORTON GROVE,-87.7988827515,42.0519845709,"(42.0519845709, -87.7988827515)"
DEVONSHIRE SCHOOL,Y,8200023,8200064,,,,,9040   KOSTNER AVE,SKOKIE,-87.737687963,42.0452008903,"(42.0452008903, -87.737687963)"
JANE STENSON SCHOOL,Y,8200062,,,,,,9201   LOCKWOOD AVE,SKOKIE,-87.7586353558,42.0484855503,"(42.0484855503, -87.7586353558)"
MANSFIELD PARK FIELDHOUSE,Y,8200059,,,,,,5830   CHURCH ST,MORTON GROVE,-87.7729246504,42.0485495086,"(42.0485495086, -87.7729246504)"
MUSLIM EDUCATION CENTER,Y,8200035,,,,,,8601 MENARD,MORTON GROVE,-87.7710667757,42.0374650964,"(42.0374650964, -87.7710667757)"
MORTON GROVE CIVIC CENTER,Y,8200053,8200054,8200057,,,,6140   DEMPSTER ST,MORTON GROVE,-87.7806656718,42.0413871645,"(42.0413871645, -87.7806656718)"
EDISON SCHOOL,Y,8200058,,,,,,8200   GROSS POINT RD,MORTON GROVE,-87.7651807815,42.0300679749,"(42.0300679749, -87.7651807815)"
DEVONSHIRE CULTURAL CENTER,Y,8200027,8200047,8200048,,,,4400   GREENWOOD AVE,SKOKIE,-87.738266415,42.042940979,"(42.042940979, -87.738266415)"
LINCOLNWOOD COMMUNITY CENTER,Y,8200052,8200056,8200030,8200051,,,4170 MORSE,LINCOLNWOOD,-87.7338806814,42.0068727259,"(42.0068727259, -87.7338806814)"
LAKESIDE CHURCH,Y,8200042,8200061,,,,,3939  W HOWARD ST,SKOKIE,-87.7271474547,42.0186123248,"(42.0186123248, -87.7271474547)"
SKOKIE VALLEY AGUDATH JACOB SYN,Y,8200014,,,,,,8825 E PRAIRIE RD,SKOKIE,-87.7191895092,42.0412232449,"(42.0412232449, -87.7191895092)"
NILES PUBLIC LIBRARY,Y,8200013,,,,,,6960   OAKTON ST,NILES,-87.8016053745,42.0268293684,"(42.0268293684, -87.8016053745)"
HOLIDAY INN,Y,8200026,,,,,,5300 W TOUHY,SKOKIE,-87.7598163602,42.0125028617,"(42.0125028617, -87.7598163602)"
NORTH SHORE CTR FOR PERFORM ARTS,Y,8200007,8200060,,,,,9501   SKOKIE BLVD,SKOKIE,-87.7462773099,42.0538708223,"(42.0538708223, -87.7462773099)"
NATIONAL PARK FIELDHOUSE,Y,8200011,8200050,,,,,9325 MARION,MORTON GROVE,-87.804104178,42.0510252338,"(42.0510252338, -87.804104178)"
ARMOND D KING APTS,Y,8200032,,,,,,9238   GROSS POINT RD,SKOKIE,-87.748569333,42.0490952861,"(42.0490952861, -87.748569333)"
LINCOLNWOOD PLACE,Y,8200029,,,,,,7000   MCCORMICK BLVD,LINCOLNWOOD,-87.7121691257,42.0081665542,"(42.0081665542, -87.7121691257)"
CONGREGATION YEHUDA MOSHE,Y,8200046,,,,,,4723 W TOUHY AVE,LINCOLNWOOD,-87.7462339767,42.0113890818,"(42.0113890818, -87.7462339767)"
TAMARACK RETIREMENT HM,Y,8700001,,,,,,55  S GREELEY ST,PALATINE,-88.0469133257,42.1089284953,"(42.1089284953, -88.0469133257)"
WILLIAM FREMD HIGH SCHOOL,Y,8700009,,,,,,1000  S QUENTIN RD,PALATINE,-88.0637867498,42.0953889635,"(42.0953889635, -88.0637867498)"
INVERNESS PARK DISTRICT,Y,8700003,8700044,,,,,300   HIGHLAND RD,INVERNESS,-88.0917210427,42.1140202998,"(42.1140202998, -88.0917210427)"
ARBOR LAKES APARTMENTS,Y,8700004,,,,,,4248  N BLOOMINGTON AVE,ARLINGTON HEIGHTS,-88.0074813932,42.1531063717,"(42.1531063717, -88.0074813932)"
ROLLING MEADOWS LIBRARY,Y,8700005,8700028,8700063,,,,3110   MARTIN LN,ROLLING MEADOWS,-88.0214443329,42.0764818293,"(42.0764818293, -88.0214443329)"
GRAY M SANBORN SCHOOL,Y,8700006,,,,,,101  N OAK AVE,PALATINE,-88.038351458,42.1122298888,"(42.1122298888, -88.038351458)"
PALATINE PARK DISTRICT,Y,8700007,8700008,,,,,250  E WOOD ST,PALATINE,-88.0376928668,42.1134639704,"(42.1134639704, -88.0376928668)"
SAINT PAUL UNITED CHURCH OF CHRIST,Y,8700010,8700049,,,,,401 E MAIN ST,BARRINGTON,-88.1313122688,42.1538780793,"(42.1538780793, -88.1313122688)"
THE TREE HOUSE APARTMENTS CLUBHOUSE,Y,8700062,,,,,,1130 TALL TIMBERS RD,SCHAUMBURG,-88.0524622664,42.0728463168,"(42.0728463168, -88.0524622664)"
KIMBALL HILL SCHOOL,Y,8700013,,,,,,2905   MEADOW DR,ROLLING MEADOWS,-88.0161478041,42.0800127262,"(42.0800127262, -88.0161478041)"
CARL SANDBURG SCHOOL,Y,8700021,,,,,,2600   MARTIN LN,ROLLING MEADOWS,-88.0140308977,42.0747084428,"(42.0747084428, -88.0140308977)"
PALATINE HIGH SCHOOL,Y,8700016,8700027,8700059,8700061,,,1111  N ROHLWING RD,PALATINE,-88.0234713692,42.1319196961,"(42.1319196961, -88.0234713692)"
STUART R PADDOCK SCHOOL,Y,8700017,8700040,,,,,225  W WASHINGTON CT,PALATINE,-88.0496992466,42.1091128714,"(42.1091128714, -88.0496992466)"
CHRIST LUTHERAN CHURCH,Y,8700018,,,,,,41  S ROHLWING RD,PALATINE,-88.0236433516,42.1095455506,"(42.1095455506, -88.0236433516)"
PLUM GROVE PARK,Y,8700011,8700019,8700052,,,,4001   PARK DRIVE,PALATINE,-88.0302996515,42.0695534665,"(42.0695534665, -88.0302996515)"
CHRIST THE KING LUTHERAN CHURCH,,8700002,8700068,,,,,100  W MICHIGAN AVE,PALATINE,-88.0467438094,42.0980216461,"(42.0980216461, -88.0467438094)"
ST THOMAS VILLANOVA PARISH CENTER,Y,8700022,,,,,,1201  E ANDERSON DR,PALATINE,-88.0142146493,42.1162013919,"(42.1162013919, -88.0142146493)"
MARION JORDAN SCHOOL,Y,8700023,,,,,,100  N HARRISON ST,PALATINE,-88.073590034,42.1112845707,"(42.1112845707, -88.073590034)"
COMMUNITY CENTER,Y,8700024,,,,,,3705   PHEASANT DR,ROLLING MEADOWS,-88.0206336303,42.0711051814,"(42.0711051814, -88.0206336303)"
WINSTON CAMPUS,Y,8700025,,,,,,900  E PALATINE RD,PALATINE,-88.0213901829,42.1108231146,"(42.1108231146, -88.0213901829)"
JANE ADDAMS SCHOOL,Y,8700026,,,,,,1020   SAYLES DR,PALATINE,-88.0184726845,42.1236838005,"(42.1236838005, -88.0184726845)"
VIRGINIA LAKE SCHOOL,Y,8700031,,,,,,925   GLENN DR,PALATINE,-88.0226041404,42.1276975054,"(42.1276975054, -88.0226041404)"
PALATINE TWP CENTER,Y,8700032,8700035,8700038,,,,721   QUENTIN RD,PALATINE,-88.0624523597,42.0964206096,"(42.0964206096, -88.0624523597)"
RECREATION CENTER,Y,8700036,,,,,,3600   LEXINGTON DR,HOFFMAN ESTATES,-88.1055461704,42.0892479918,"(42.0892479918, -88.1055461704)"
SALT CREEK PARK DIST,Y,8700039,,,,,,530  S WILLIAMS ST,PALATINE,-88.010007988,42.1004130567,"(42.1004130567, -88.010007988)"
PLUM GROVE JR H S,Y,8700041,,,,,,2600   PLUM GROVE RD,ROLLING MEADOWS,-88.0444463383,42.0831235706,"(42.0831235706, -88.0444463383)"
THOMAS JEFFERSON SCHOOL,Y,8700043,8700050,,,,,3805   WINSTON DR,HOFFMAN ESTATES,-88.0983930702,42.0925944562,"(42.0925944562, -88.0983930702)"
PRINCE OF PEACE LUTHERAN CHURCH,Y,8700046,8700054,,,,,1190  N HICKS RD,PALATINE,-88.0345188697,42.1314692757,"(42.1314692757, -88.0345188697)"
WILLOW CREEK CLUB,Y,8700047,,,,,,242   CLUB HOUSE DR,PALATINE,-88.0209258514,42.1053858459,"(42.1053858459, -88.0209258514)"
HUNTING RIDGE SCHOOL,Y,8700048,,,,,,1105  W ILLINOIS AVE,PALATINE,-88.0703145591,42.0952919312,"(42.0952919312, -88.0703145591)"
CHURCH OF CHRIST,Y,8700051,,,,,,2300   CARDINAL DR,ROLLING MEADOWS,-88.0216110297,42.0855727505,"(42.0855727505, -88.0216110297)"
LAKE LOUISE SCHOOL,Y,8700053,,,,,,500   JONATHAN DR,PALATINE,-88.0081938244,42.119226558,"(42.119226558, -88.0081938244)"
WALTER R SUNDLING JR H S,Y,8700057,,,,,,1100  N SMITH RD,PALATINE,-88.0490573359,42.1293319186,"(42.1293319186, -88.0490573359)"
PALATINE PUBLIC LIBRARY,Y,8700014,8700042,8700045,,,,700  N NORTH CT,HOFFMAN ESTATES,-88.0364297431,42.1224958539,"(42.1224958539, -88.0364297431)"
ONE RENAISSANCE PL,Y,8700030,,,,,,ONE RENAISSANCE PL,PALATINE,-88.0374547944,42.1240593304,"(42.1240593304, -88.0374547944)"
HOLY FAMILY CATHOLIC CHURCH,Y,8700029,8700037,8700055,8700065,,,2515   PALATINE RD,PALATINE,-88.1056630638,42.1101263935,"(42.1101263935, -88.1056630638)"
VILLAGE OF INVERNESS,Y,8700067,,,,,,1400   BALDWIN RD,INVERNESS,-88.0780469736,42.1249163643,"(42.1249163643, -88.0780469736)"
BUEHLER YMCA,Y,8700056,8700069,,,,,1400  W NORTHWEST HWY,PALATINE,-88.075708361,42.1262860906,"(42.1262860906, -88.075708361)"
KOREAN CHURCH OF CHICAGO,Y,8700034,,,,,,1500  W ALGONQUIN RD,HOFFMAN ESTATES,-88.1159640459,42.0907430409,"(42.0907430409, -88.1159640459)"
FALCON PARK RECREATION CENTER,Y,8700020,8700033,8700058,8700060,,,2195 N HICKS RD,PALATINE,-88.0284634607,42.1533433753,"(42.1533433753, -88.0284634607)"
THE GROVES OF HIDDEN CREEK,Y,8700066,,,,,,1700   HIDDEN CREEK CIR,PALATINE,-88.0125264034,42.1433185256,"(42.1433185256, -88.0125264034)"
TOWNSHIP HIGH SCHOOL,Y,8700012,,,,,,1750  S ROSELLE RD,PALATINE,-88.078491697,42.0814740794,"(42.0814740794, -88.078491697)"
COUNTRYSIDE CHURCH,,8700015,8700064,,,,,1025 N SMITH ST.,,-88.0477047508,42.1272135536,"(42.1272135536, -88.0477047508)"
VILLAGE OF BURNHAM,Y,9500001,9500085,,,,,14450 S MANISTEE AVE,BURNHAM,-87.5560758199,41.6313862876,"(41.6313862876, -87.5560758199)"
MEMORIAL PARK GARAGE,Y,9500002,,,,,,461   HARRISON,CALUMET CITY,-87.5331758815,41.6228779392,"(41.6228779392, -87.5331758815)"
ROOSEVELT SCHOOL,Y,9500004,,,,,,111   146TH ST,DOLTON,-87.6256388771,41.6295119108,"(41.6295119108, -87.6256388771)"
EHINGER BROTHERS VFW,Y,9500003,9500010,9500012,,,,664   HIRSCH ST,CALUMET CITY,-87.5385494405,41.6160973567,"(41.6160973567, -87.5385494405)"
EVERETT DIRKSEN MIDDLE SCHOOL,Y,9500006,9500120,,,,,1650   PULASKI RD,CALUMET CITY,-87.565864653,41.6159351684,"(41.6159351684, -87.565864653)"
RIVER OAKS TOWNE HOUSES,Y,9500007,,,,,,1   CHESTNUT CT,CALUMET CITY,-87.5697608042,41.6017863815,"(41.6017863815, -87.5697608042)"
RIVER OAKS ESTATES,N,9500008,,,,,,2025   DOLTON RD,CALUMET CITY,-87.5737105582,41.6336279356,"(41.6336279356, -87.5737105582)"
W C REAVIS SCHOOL,Y,9500013,9500061,,,,,17121   ROY,LANSING,-87.5365488781,41.5840424115,"(41.5840424115, -87.5365488781)"
DOLTON PARK FIELDHOUSE,Y,9500022,9500077,,,,,14700   EVERS,DOLTON,-87.6051531685,41.6270144781,"(41.6270144781, -87.6051531685)"
NEW HOPE CHURCH,Y,9500051,,,,,,3642 LAKE ST,LANSING,-87.5271452983,41.5656562545,"(41.5656562545, -87.5271452983)"
LANSING POLICE DEPT,Y,9500017,,,,,,2710   170TH ST,LANSING,-87.5514289023,41.586144584,"(41.586144584, -87.5514289023)"
LANSING PUBLIC LIBRARY,Y,9500018,,,,,,2750   INDIANA AVE,LANSING,-87.5502694245,41.5661465401,"(41.5661465401, -87.5502694245)"
VILLAGE OF THORNTON,Y,9500020,,,,,,115   MARGARET ST,THORNTON,-87.6117254169,41.568032628,"(41.568032628, -87.6117254169)"
GREENWOOD SCHOOL,Y,9500021,9500091,,,,,16801 GREENWOOD AVE,SOUTH HOLLAND,-87.5905348487,41.5901286788,"(41.5901286788, -87.5905348487)"
DISTRICT 153 OFFICE,Y,9500023,,,,,,18205   ABERDEEN AVE,HOMEWOOD,-87.64311832,41.5590872946,"(41.5590872946, -87.64311832)"
HOMEWOOD PUBLIC LIBRARY,Y,9500024,9500025,,,,,17917   DIXIE HWY,HOMEWOOD,-87.6649236939,41.5640654495,"(41.5640654495, -87.6649236939)"
EAST HAZEL CREST FIRE STATION,Y,9500026,,,,,,17223 S THROOP,EAST HAZELCREST,-87.647899341,41.5758651687,"(41.5758651687, -87.647899341)"
THORN CREEK REFORMED CHURCH,Y,9500027,9500107,,,,,1875  E 170TH ST,SOUTH HOLLAND,-87.5716175087,41.5861068796,"(41.5861068796, -87.5716175087)"
WARREN PALM SCHOOL,Y,9500028,,,,,,1910  W 170TH ST,HAZELCREST,-87.6648566497,41.581242894,"(41.581242894, -87.6648566497)"
MARKHAM FIRE STATION DIST 3,Y,9500029,9500106,,,,,16301   DIXIE HIGHWAY,MARKHAM,-87.6651319539,41.5931494692,"(41.5931494692, -87.6651319539)"
A-RELIABLE AUTO PARTS,Y,9500031,,,,,,2247  W 139TH ST,BLUE ISLAND,-87.6762264634,41.6404795295,"(41.6404795295, -87.6762264634)"
WASHINGTON SCHOOL,Y,9500032,,,,,,13900   SCHOOL ST,RIVERDALE,-87.6298670283,41.642204832,"(41.642204832, -87.6298670283)"
VILLAGE OF RIVERDALE,Y,9500033,,,,,,157  W 144TH ST,RIVERDALE,-87.6262043572,41.6339148194,"(41.6339148194, -87.6262043572)"
BERGER-VANDERBERG SCHOOL,Y,9500034,9500083,9500121,,,,14833   AVALON AVE,DOLTON,-87.5863797264,41.624002813,"(41.624002813, -87.5863797264)"
CALUMET CITY LIBRARY,Y,9500035,,,,,,660   MANISTEE AVE,CALUMET CITY,-87.5559077276,41.6166077005,"(41.6166077005, -87.5559077276)"
HOLLAND HOME FOR THE AGED,Y,9500037,,,,,,16300   LOUIS AVE,SOUTH HOLLAND,-87.6090284713,41.598155668,"(41.598155668, -87.6090284713)"
DISTRICT BOARD ROOM,Y,9500038,,,,,,1255 SUPERIOR AVE,CALUMET CITY,-87.5442877916,41.5989824392,"(41.5989824392, -87.5442877916)"
HAWKINS MULTIPURPOSE CENTER,Y,9500039,9500042,9500041,,,,650 E PHOENIX DR,PHOENIX,-87.6314315341,41.6151014625,"(41.6151014625, -87.6314315341)"
FAITH FAMILY FUTURE CENTER,Y,9500122,,,,,,16931 SOUTH PARK AVE,SOUTH HOLLAND,-87.6053791351,41.5872599128,"(41.5872599128, -87.6053791351)"
SHEKINAH CHAPEL,Y,9500044,,,,,,13800  S WABASH AVE,RIVERDALE,-87.6213746778,41.6442183778,"(41.6442183778, -87.6213746778)"
LINCOLN SCHOOL,Y,9500045,9500072,,,,,14151   LINCOLN AVE,DOLTON,-87.6053661754,41.6380315316,"(41.6380315316, -87.6053661754)"
FIRST REFORMED CHURCH OF LANSING,Y,9500043,9500047,9500057,,,,3141 RIDGE RD.,LANSING,-87.5404035008,41.5643343514,"(41.5643343514, -87.5404035008)"
ROSA PARKS MIDDLE SCHOOL,Y,9500036,9500049,9500071,9500104,,,14700 ROBEY AVE,DIXMOOR,-87.666209409,41.6222393156,"(41.6222393156, -87.666209409)"
OAK GLEN SCHOOL,Y,9500050,9500114,9500117,,,,2101  E 182ND ST,LANSING,-87.5660399041,41.5643376625,"(41.5643376625, -87.5660399041)"
THORNTON SENIOR/YOUTH CNTR,Y,9500052,9500096,,,,,14323   HALSTED ST,RIVERDALE,-87.6409402311,41.6346436358,"(41.6346436358, -87.6409402311)"
DOWNEY PARK,Y,9500048,9500053,9500087,,,,300   JEFFREY ST,CALUMET CITY,-87.5735915735,41.6267516316,"(41.6267516316, -87.5735915735)"
THE DORCHESTER,Y,9500040,9500055,9500081,,,,1515  E 154TH ST,DOLTON,-87.5807155112,41.6147763173,"(41.6147763173, -87.5807155112)"
DOLTON PARK DISTRICT,Y,9500015,,,,,,721   ENGLE AVE,DOLTON,-87.6044720285,41.630871126,"(41.630871126, -87.6044720285)"
JESSE WHITE LEARNING ACADEMY,Y,9500059,,,,,,16910   WESTERN AVE,HAZELCREST,-87.6756412328,41.5822453687,"(41.5822453687, -87.6756412328)"
RILEY SCHOOL,Y,9500060,,,,,,16001   LINCOLN AVE,HARVEY,-87.6625682024,41.5985245423,"(41.5985245423, -87.6625682024)"
BURNHAM CENTER,Y,9500062,,,,,,13925   ENTRE AVE,BURNHAM,-87.5432821416,41.6424652345,"(41.6424652345, -87.5432821416)"
MEMORIAL PARK,Y,9500005,,,,,,612   WENTWORTH AVE,CALUMET CITY,-87.5304002727,41.6179850671,"(41.6179850671, -87.5304002727)"
CALVIN COOLIDGE SCHOOL,Y,9500016,9500065,,,,,17845   HENRY ST,LANSING,-87.5339924274,41.5707246636,"(41.5707246636, -87.5339924274)"
BARACK OBAMA LEARNING ACADEMY,Y,9500069,9500095,,,,,16448   PARK AVE,MARKHAM,-87.6544367614,41.590457086,"(41.590457086, -87.6544367614)"
IVANHOE PK FIELD HOUSE,Y,9500070,,,,,,14401 S STEWART AVE,RIVERDALE,-87.6311704525,41.6330671765,"(41.6330671765, -87.6311704525)"
AMERICAN LEGION POST 330,Y,9500011,9500014,9500058,,,,950 LEGION DR,CALUMET CITY,-87.5269305632,41.6069026148,"(41.6069026148, -87.5269305632)"
SANDRIDGE FITNESS CENTER,Y,9500074,,,,,,600   OGLESBY,CALUMET CITY,-87.5666420858,41.6193256234,"(41.6193256234, -87.5666420858)"
THORNTON TWP HALL,Y,9500076,,,,,,333  E 162ND ST,SOUTH HOLLAND,-87.6093213976,41.6004505907,"(41.6004505907, -87.6093213976)"
OUR LADY OF KNOCK PARISH,Y,9500079,,,,,,497   163RD ST,CALUMET CITY,-87.5377281748,41.5933775907,"(41.5933775907, -87.5377281748)"
MADISON SCHOOL,Y,9500073,9500115,,,,,15700 ORCHID DR,SOUTH HOLLAND,-87.6048872586,41.6106308386,"(41.6106308386, -87.6048872586)"
NEW LIFE CELEBRATION,Y,9500075,9500088,,,,,14243  S DANTE AVE,DOLTON,-87.5815934134,41.6360730615,"(41.6360730615, -87.5815934134)"
EISENHOWER SCHOOL,Y,9500089,,,,,,16001   MINERVA AVE,SOUTH HOLLAND,-87.5897332694,41.6051992351,"(41.6051992351, -87.5897332694)"
SOUTH HOLLAND COMM CENTER,Y,9500090,,,,,,501  E 170TH ST,SOUTH HOLLAND,-87.604230448,41.5859682957,"(41.5859682957, -87.604230448)"
VALLEY KINGDOM CHURCH,Y,9500086,9500105,,,,,1102  E 154TH ST,SOUTH HOLLAND,-87.5895679259,41.6157934595,"(41.6157934595, -87.5895679259)"
SIBLEY SCHOOL,Y,9500078,9500094,,,,,1550   SIBLEY BLVD,CALUMET CITY,-87.5630177217,41.6231972342,"(41.6231972342, -87.5630177217)"
TAFT SCHOOL,Y,9500112,9500116,,,,,393  E 163RD ST,HARVEY,-87.6328120439,41.5941414786,"(41.5941414786, -87.6328120439)"
FWA UNITED METHODIST CHURCH,Y,9500098,,,,,,15446   LEXINGTON,HARVEY,-87.6499267764,41.6087684436,"(41.6087684436, -87.6499267764)"
WHITTIER SCHOOL,Y,9500111,,,,,,71  E 152ND AVE,HARVEY,-87.6518596523,41.6139876204,"(41.6139876204, -87.6518596523)"
ANGELOU SCHOOL,Y,9500102,,,,,,15748   PAGE AVE,HARVEY,-87.6601687086,41.6028604317,"(41.6028604317, -87.6601687086)"
BETHLEHEM VILLAGE,Y,9500103,,,,,,14725   VINE ST,HARVEY,-87.6548534968,41.6217756509,"(41.6217756509, -87.6548534968)"
